DE,2022-05-20,309.27972248492
DE,2022-05-23,331.046081301404
DE,2022-05-24,332.694599180022
DE,2022-05-25,338.55818971834
DE,2022-05-26,343.039789220691
DE,2022-05-27,356.089733146038
DE,2022-05-31,353.177680605964
DE,2022-06-01,347.620102368468
DE,2022-06-02,356.43523090503
DE,2022-06-03,356.356259988689
DE,2022-06-06,358.24169061633
DE,2022-06-07,363.108273335843
DE,2022-06-08,350.4531839922
DE,2022-06-09,340.887831750399
DE,2022-06-10,330.91775356235
DE,2022-06-13,320.72063398982
DE,2022-06-14,322.379023232981
DE,2022-06-15,326.32756905003
DE,2022-06-16,313.484923780077
DE,2022-06-17,318.568676519528
DE,2022-06-21,325.034420294946
DE,2022-06-22,313.840292903612
DE,2022-06-23,293.682966507576
DE,2022-06-24,306.87110953652
DE,2022-06-27,311.27373812253
DE,2022-06-28,305.183106199732
DE,2022-06-29,297.898039167276
DE,2022-06-30,296.728840144434
DE,2022-07-01,298.869068864212
DE,2022-07-05,289.456025883706
DE,2022-07-06,286.493394461421
DE,2022-07-07,301.187649977305
DE,2022-07-08,301.851517219088
DE,2022-07-11,295.678542717135
DE,2022-07-12,293.250968474794
DE,2022-07-13,294.063462711006
DE,2022-07-14,291.635888468665
DE,2022-07-15,294.975041610171
DE,2022-07-18,295.222753267553
DE,2022-07-19,308.737901294301
DE,2022-07-20,312.473393087617
DE,2022-07-21,313.642592110459
DE,2022-07-22,309.401768536084
DE,2022-07-25,320.003827472022
DE,2022-07-26,316.525955802382
DE,2022-07-27,322.728655703221
DE,2022-07-28,328.59446775002
DE,2022-07-29,340.038746321057
DE,2022-08-01,335.094421639717
DE,2022-08-02,330.160005424673
DE,2022-08-03,333.429799302112
DE,2022-08-04,339.246069017435
DE,2022-08-05,340.167556382895
DE,2022-08-08,340.563895034706
DE,2022-08-09,340.53416963582
DE,2022-08-10,349.134718380114
DE,2022-08-11,358.607212158392
DE,2022-08-12,364.79009512664
DE,2022-08-15,362.699408738338
DE,2022-08-16,366.593435992379
DE,2022-08-17,361.351857322181
DE,2022-08-18,364.62165119962
DE,2022-08-19,366.27636507093
DE,2022-08-22,366.25654813834
DE,2022-08-23,371.448584477061
DE,2022-08-24,377.889087568986
DE,2022-08-25,384.597119250883
DE,2022-08-26,375.907394309932
DE,2022-08-29,377.12613566425
DE,2022-08-30,365.364786171765
DE,2022-08-31,361.906731434716
DE,2022-09-01,360.440278423016
DE,2022-09-02,358.90446614725
DE,2022-09-06,357.755084056998
DE,2022-09-07,362.59041560909
DE,2022-09-08,365.107166048088
DE,2022-09-09,368.842657841405
DE,2022-09-12,370.606364841963
DE,2022-09-13,359.974580507139
DE,2022-09-14,357.596548596274
DE,2022-09-15,355.486045275382
DE,2022-09-16,351.255130167302
DE,2022-09-19,359.370164063127
DE,2022-09-20,352.335152993486
DE,2022-09-21,346.60805947482
DE,2022-09-22,342.961743878161
DE,2022-09-23,331.160760520495
DE,2022-09-26,329.198884194032
DE,2022-09-27,332.607396599605
DE,2022-09-28,342.73384915337
DE,2022-09-29,338.998357360053
DE,2022-09-30,331.930092489584
DE,2022-10-03,342.03045410477
DE,2022-10-04,358.175126607782
DE,2022-10-05,353.681658645121
DE,2022-10-06,353.383419621051
DE,2022-10-07,354.05942807561
DE,2022-10-10,357.568707258839
DE,2022-10-11,361.197282051696
DE,2022-10-12,359.089726281598
DE,2022-10-13,365.014741559797
DE,2022-10-14,355.043616855043
DE,2022-10-17,360.461625792322
DE,2022-10-18,369.130440091969
DE,2022-10-19,369.140381392771
DE,2022-10-20,363.37442692741
DE,2022-10-21,380.811468534728
DE,2022-10-24,383.624856661792
DE,2022-10-25,389.331163322339
DE,2022-10-26,388.883804786234
DE,2022-10-27,392.273788359834
DE,2022-10-28,394.520522341165
DE,2022-10-31,393.496568358523
DE,2022-11-01,386.428303488054
DE,2022-11-02,383.684504466606
DE,2022-11-03,391.319423482809
DE,2022-11-04,392.770853399952
DE,2022-11-07,396.429252095216
DE,2022-11-08,402.195206560577
DE,2022-11-09,394.759113560421
DE,2022-11-10,405.217362004491
DE,2022-11-11,403.64663647772
DE,2022-11-14,404.551294850734
DE,2022-11-15,404.581118753141
DE,2022-11-16,404.014464607407
DE,2022-11-17,410.565781836154
DE,2022-11-18,411.828327038052
DE,2022-11-21,409.283354032651
DE,2022-11-22,414.114826222592
DE,2022-11-23,434.951792704313
DE,2022-11-25,438.87860652124
DE,2022-11-28,438.620132700379
DE,2022-11-29,438.381541481123
DE,2022-11-30,438.41136538353
DE,2022-12-01,439.21661074852
DE,2022-12-02,442.994305053412
DE,2022-12-05,434.325490753765
DE,2022-12-06,435.677507662884
DE,2022-12-07,438.063419855447
DE,2022-12-08,440.330036438383
DE,2022-12-09,432.257700186876
DE,2022-12-12,434.484551566602
DE,2022-12-13,434.623729777835
DE,2022-12-14,435.866392378129
DE,2022-12-15,427.267167184098
DE,2022-12-16,428.559536288403
DE,2022-12-19,430.130261815174
DE,2022-12-20,432.804471731006
DE,2022-12-21,439.04760863488
DE,2022-12-22,433.301536771123
DE,2022-12-23,434.365255956974
DE,2022-12-27,433.589834494391
DE,2022-12-28,427.654877915389
DE,2022-12-29,427.31687368811
DE,2022-12-30,427.436503272009
DE,2023-01-03,422.980301271762
DE,2023-01-04,422.172801580442
DE,2023-01-05,413.449811087789
DE,2023-01-06,425.153572045932
DE,2023-01-09,426.878231880479
DE,2023-01-10,436.07974070873
DE,2023-01-11,432.141933572046
DE,2023-01-12,434.743877021855
DE,2023-01-13,438.272949746882
